"gene","D","P_random","P_brownian","n","n1","n0","status","p_adjustp","p_adjustb","n_prop","n1_prop"
"FBgn0039419",0.323438821484519,0,0.047,228,30,198,"ok",0,0.148690457309014,0.76,0.131578947368421
"FBgn0000064",0.264519235149813,0,0.037,268,71,197,"ok",0,0.128092565808504,0.893333333333333,0.264925373134328
"FBgn0039417",-0.241300955467109,0,0.789,59,17,42,"ok",0,0.858353967821107,0.196666666666667,0.288135593220339
"FBgn0039425",0.654081915021774,0.105,0.036,36,23,13,"ok",0.136413373860182,0.125868536371604,0.12,0.638888888888889
"FBgn0288888",0.34618119359265,0,0.092,75,49,26,"ok",0,0.226135962209899,0.25,0.653333333333333
"FBgn0042711",-0.482587499199539,0,0.837,26,9,17,"ok",0,0.890023633940471,0.0866666666666667,0.346153846153846
"FBgn0042710",0.146751398705205,0.038,0.448,49,3,46,"ok",0.0542896024829891,0.603723004166198,0.163333333333333,0.0612244897959184
"FBgn0039427",0.113928328756824,0,0.314,98,31,67,"ok",0,0.485210071013557,0.326666666666667,0.316326530612245
"FBgn0039429",0.425381330508296,0.001,0.098,200,11,189,"ok",0.00181912144702842,0.235467576791809,0.666666666666667,0.055
"FBgn0039430",0.226966440248154,0,0.123,121,52,69,"ok",0,0.270948647156267,0.403333333333333,0.429752066115702
"FBgn0023178",-0.111430296774646,0,0.635,47,19,28,"ok",0,0.752294595129677,0.156666666666667,0.404255319148936
"FBgn0040606",0.24331335279421,0.149,0.317,9,5,4,"ok",0.187274942239025,0.48795575562701,0.03,0.555555555555556
"FBgn0039421",0.0754958144550018,0.074,0.449,16,4,12,"ok",0.0994421738154053,0.604594059405941,0.0533333333333333,0.25
"FBgn0039434",0.673844426002947,0.001,0.001,261,28,233,"ok",0.00181912144702842,0.0103798785776236,0.87,0.10727969348659
"FBgn0039441",-0.0475105008553936,0,0.591,133,31,102,"ok",0,0.719687423687424,0.443333333333333,0.233082706766917
"FBgn0051080",0.324865840566344,0,0.079,75,33,42,"ok",0,0.207113253012048,0.25,0.44
"FBgn0051081",1.34631679251232,0.777,0.025,18,14,4,"ok",0.814,0.100301709688233,0.06,0.777777777777778
"FBgn0039443",0.467315991638072,0.145,0.234,16,5,11,"ok",0.182707938513371,0.405459968148255,0.0533333333333333,0.3125
"FBgn0039444",0.709091246719049,0.062,0.007,95,14,81,"ok",0.0846856881990413,0.0433847747281201,0.316666666666667,0.147368421052632
"FBgn0243586",0.403633199246882,0.003,0.086,74,14,60,"ok",0.00513134200371588,0.217692047377327,0.246666666666667,0.189189189189189
"FBgn0288631",0.105287480604993,0,0.35,92,17,75,"ok",0,0.517327405211807,0.306666666666667,0.184782608695652
"FBgn0039454",0.513428463371696,0.021,0.088,92,8,84,"ok",0.0314750156543519,0.220101149425287,0.306666666666667,0.0869565217391304
"FBgn0039453",-0.541942250498385,0.006,0.793,16,5,11,"ok",0.00985290889132821,0.861218148820327,0.0533333333333333,0.3125
"FBgn0039451",0.410948485226904,0,0.013,158,44,114,"ok",0,0.0654814814814815,0.526666666666667,0.278481012658228
"FBgn0039449",1.27335342907957,0.849,0.001,57,6,51,"ok",0.875707317073171,0.0103798785776236,0.19,0.105263157894737
"FBgn0023179",0.419641433028932,0,0.009,228,39,189,"ok",0,0.0515862068965517,0.76,0.171052631578947
"FBgn0039448",0.35510019791448,0.047,0.282,50,4,46,"ok",0.0659278012189405,0.45399192897498,0.166666666666667,0.08
"FBgn0039439",0.725324924132191,0.226,0.184,56,3,53,"ok",0.274067078731381,0.349708114975385,0.186666666666667,0.0535714285714286
"FBgn0039438",0.108592090089054,0,0.375,100,8,92,"ok",0,0.540722891566265,0.333333333333333,0.08
"FBgn0039437",-0.0961312938386878,0,0.599,37,20,17,"ok",0,0.726325430597771,0.123333333333333,0.540540540540541
"FBgn0039436",1.06494811076529,0.601,0.002,92,8,84,"ok",0.651223902218198,0.0178760268857356,0.306666666666667,0.0869565217391304
"FBgn0039435",0.886942288788019,0.38,0.087,71,3,68,"ok",0.433995610268155,0.218926829268293,0.236666666666667,0.0422535211267606
"FBgn0262473",0.237591741959125,0,0.145,94,27,67,"ok",0,0.300912086006589,0.313333333333333,0.287234042553192
"FBgn0039459",0.325851322197219,0.004,0.181,67,12,55,"ok",0.00672737492973581,0.346926329276105,0.223333333333333,0.17910447761194
"FBgn0001197",0.240395842995398,0,0.104,165,49,116,"ok",0,0.244580860679898,0.55,0.296969696969697
"FBgn0002838",NA,NA,NA,9,0,9,"skipped",NA,NA,0.03,0
"FBgn0039461",0.789151520779183,0.114,0.002,64,26,38,"ok",0.147099946091644,0.0178760268857356,0.213333333333333,0.40625
"FBgn0004359",0.450486537757021,0,0.009,249,31,218,"ok",0,0.0515862068965517,0.83,0.124497991967871
"FBgn0039462",12.4953775352889,0.935,0,16,1,15,"ok",0.945667201893011,0,0.0533333333333333,0.0625
"FBgn0039463",0.735024865917585,0.266,0.256,25,2,23,"ok",0.316355758720064,0.428504615384615,0.0833333333333333,0.08
"FBgn0039466",0.870338434741259,0.076,0,280,30,250,"ok",0.10179832120873,0,0.933333333333333,0.107142857142857
"FBgn0039467",0.546319380998196,0.043,0.092,51,9,42,"ok",0.0608086966796644,0.226135962209899,0.17,0.176470588235294
"FBgn0039469",0.506859408196776,0,0.002,280,31,249,"ok",0,0.0178760268857356,0.933333333333333,0.110714285714286
"FBgn0039471",0.288481187376168,0,0.089,128,28,100,"ok",0,0.221675754422477,0.426666666666667,0.21875
"FBgn0039470",NA,NA,NA,20,0,20,"skipped",NA,NA,0.0666666666666667,0
"FBgn0051075",0.529356999768209,0,0.001,193,52,141,"ok",0,0.0103798785776236,0.643333333333333,0.269430051813472
"FBgn0041224",-1.45699700964866,0,0.929,16,4,12,"ok",0,0.948900913203038,0.0533333333333333,0.25
"FBgn0039465",0.189592183686659,0,0.148,256,42,214,"ok",0,0.304864716006885,0.853333333333333,0.1640625
"FBgn0039464",0.185910572108711,0,0.133,152,60,92,"ok",0,0.285361061312298,0.506666666666667,0.394736842105263
"FBgn0004510",0.44718686679548,0.048,0.206,53,5,48,"ok",0.0672516974947319,0.374283892515561,0.176666666666667,0.0943396226415094
"FBgn0003267",0.267177235519568,0,0.068,279,38,241,"ok",0,0.18790671900254,0.93,0.136200716845878
"FBgn0004903",0.211665850968672,0.002,0.302,58,8,50,"ok",0.00351070695218539,0.474073452256034,0.193333333333333,0.137931034482759
"FBgn0026562",0.524871015936377,0,0.004,199,25,174,"ok",0,0.0296054421768707,0.663333333333333,0.125628140703518
"FBgn0027889",-0.0243821402222793,0.001,0.525,33,12,21,"ok",0.00181912144702842,0.667077184414481,0.11,0.363636363636364
"FBgn0051072",0.846164871183803,0.14,0.001,175,11,164,"ok",0.177153732290125,0.0103798785776236,0.583333333333333,0.0628571428571429
"FBgn0004842",0.643750067807654,0.031,0.014,68,16,52,"ok",0.0449815712900097,0.0684444444444444,0.226666666666667,0.235294117647059
"FBgn0029170",-0.052743561328327,0,0.636,200,67,133,"ok",0,0.753032053818757,0.666666666666667,0.335
"FBgn0039482",-1.44690683377783,0.018,0.775,19,2,17,"ok",0.0273658536585366,0.84782449725777,0.0633333333333333,0.105263157894737
"FBgn0039483",-0.29144459580942,0.001,0.758,24,12,12,"ok",0.00181912144702842,0.835951345374125,0.08,0.5
"FBgn0027574",-0.242981393086791,0,0.73,45,10,35,"ok",0,0.815669872094109,0.15,0.222222222222222
"FBgn0039489",-0.0945836447807072,0,0.586,69,11,58,"ok",0,0.71592976725194,0.23,0.159420289855072
"FBgn0039490",0.331940626338429,0,0.038,211,37,174,"ok",0,0.13012417739628,0.703333333333333,0.175355450236967
"FBgn0029155",0.238319635109135,0,0.096,232,39,193,"ok",0,0.232529447480267,0.773333333333333,0.168103448275862
"FBgn0039494",-0.153467826706365,0,0.681,75,12,63,"ok",0,0.785486507324595,0.25,0.16
"FBgn0039495",-0.0638606123132312,0.005,0.542,26,12,14,"ok",0.00830649639089395,0.681729479768786,0.0866666666666667,0.461538461538462
"FBgn0003482",0.624492053342261,0.163,0.108,28,6,22,"ok",0.203418561001043,0.250833300989715,0.0933333333333333,0.214285714285714
"FBgn0039498",NA,NA,NA,4,4,0,"skipped",NA,NA,0.0133333333333333,1
"FBgn0042111",0.227085575317847,0,0.09,289,51,238,"ok",0,0.22319104848736,0.963333333333333,0.176470588235294
"FBgn0051064",0.702775418976419,0.002,0,291,38,253,"ok",0.00351070695218539,0,0.97,0.130584192439863
"FBgn0004197",0.0941561815934823,0,0.266,298,114,184,"ok",0,0.43855737704918,0.993333333333333,0.38255033557047
"FBgn0039491",-0.165947330508373,0,0.629,51,6,45,"ok",0,0.747925683060109,0.17,0.117647058823529
"FBgn0039488",0.394974779718233,0,0.035,122,97,25,"ok",0,0.123672866843815,0.406666666666667,0.795081967213115
"FBgn0039487",0.398241227926832,0.003,0.079,66,18,48,"ok",0.00513134200371588,0.207113253012048,0.22,0.272727272727273
"FBgn0039486",0.340601795599161,0,0.031,184,45,139,"ok",0,0.114543995060204,0.613333333333333,0.244565217391304
"FBgn0039481",0.183215646208299,0,0.21,107,22,85,"ok",0,0.378677113153533,0.356666666666667,0.205607476635514
"FBgn0039480",0.300548189888375,0,0.127,82,18,64,"ok",0,0.276251544892766,0.273333333333333,0.219512195121951
"FBgn0003495",1.16184189503228,0.792,0,67,13,54,"ok",0.827324430479183,0,0.223333333333333,0.194029850746269
"FBgn0039476",0.603108879122925,0.01,0.007,78,26,52,"ok",0.015878996948388,0.0433847747281201,0.26,0.333333333333333
"FBgn0039475",0.379257911214426,0,0.031,103,38,65,"ok",0,0.114543995060204,0.343333333333333,0.368932038834951
"FBgn0039474",0.77076438814369,0.055,0.001,90,23,67,"ok",0.0760355781448539,0.0103798785776236,0.3,0.255555555555556
"FBgn0039473",-0.362292564014578,0.289,0.501,17,1,16,"ok",0.340394843027261,0.647163302752294,0.0566666666666667,0.0588235294117647
"FBgn0039472",5.79027316224388,0.917,0,13,1,12,"ok",0.931318397827563,0,0.0433333333333333,0.0769230769230769
"FBgn0011289",0.25190728215644,0,0.23,103,11,92,"ok",0,0.400617086304759,0.343333333333333,0.106796116504854
"FBgn0039504",-1.50813586589546,0.011,0.873,19,2,17,"ok",0.0173449275362319,0.912654088050315,0.0633333333333333,0.105263157894737
"FBgn0039505",0.210547405974471,0.002,0.294,52,10,42,"ok",0.00351070695218539,0.466409331919406,0.173333333333333,0.192307692307692
"FBgn0046247",0.410377291766808,0,0.029,288,21,267,"ok",0,0.110532484076433,0.96,0.0729166666666667
"FBgn0039508",0.0631394478200368,0,0.399,107,49,58,"ok",0,0.561659844742414,0.356666666666667,0.457943925233645
"FBgn0015737",0.158795917393561,0,0.25,93,27,66,"ok",0,0.422062350119904,0.31,0.290322580645161
"FBgn0016061",0.605741687354917,0,0.002,293,27,266,"ok",0,0.0178760268857356,0.976666666666667,0.0921501706484642
"FBgn0039511",0.0532514583754817,0.002,0.436,27,11,16,"ok",0.00351070695218539,0.592421435059037,0.09,0.407407407407407
"FBgn0040609",-0.203953892723656,0,0.723,41,15,26,"ok",0,0.811637182253072,0.136666666666667,0.365853658536585
"FBgn0039509",-0.221643076014634,0,0.811,161,17,144,"ok",0,0.873553055530555,0.536666666666667,0.105590062111801
"FBgn0039507",0.150627503487371,0,0.28,101,21,80,"ok",0,0.451988130563798,0.336666666666667,0.207920792079208
"FBgn0002441",0.364948164003281,0.004,0.173,85,9,76,"ok",0.00672737492973581,0.336223449171809,0.283333333333333,0.105882352941176
"FBgn0039503",0.639275961877338,0.126,0.075,26,11,15,"ok",0.161090481786134,0.199688542825361,0.0866666666666667,0.423076923076923
"FBgn0010328",0.365763044949683,0,0.016,248,41,207,"ok",0,0.0750344827586207,0.826666666666667,0.165322580645161
"FBgn0010441",0.22088336848867,0.002,0.301,66,7,59,"ok",0.00351070695218539,0.473435142594296,0.22,0.106060606060606
"FBgn0039501",0.0704587023501624,0,0.344,174,58,116,"ok",0,0.512573705179283,0.58,0.333333333333333
"FBgn0039500",-0.0888004030671192,0.022,0.509,50,3,47,"ok",0.0328504054897068,0.653687305504883,0.166666666666667,0.06
"FBgn0039518",NA,NA,NA,14,0,14,"skipped",NA,NA,0.0466666666666667,0
"FBgn0039519",-0.899284480292407,0.068,0.641,16,1,15,"ok",0.0921136389360498,0.756706253698954,0.0533333333333333,0.0625
"FBgn0039520",-0.797015799514927,0.057,0.733,9,4,5,"ok",0.0785645514223195,0.81795282051282,0.03,0.444444444444444
"FBgn0046887",-0.314343618960723,0.006,0.728,17,6,11,"ok",0.00985290889132821,0.814499766289614,0.0566666666666667,0.352941176470588
"FBgn0046886",0.809384912117789,0.376,0.115,12,6,6,"ok",0.430001720019111,0.259830092505192,0.04,0.5
"FBgn0046885",NA,NA,NA,10,0,10,"skipped",NA,NA,0.0333333333333333,0
"FBgn0040080",-0.0182347570325602,0,0.495,119,7,112,"ok",0,0.642673031026253,0.396666666666667,0.0588235294117647
"FBgn0039532",0.273857900684622,0,0.144,147,20,127,"ok",0,0.299981201044386,0.49,0.136054421768707
"FBgn0027494",1.01213831306658,0.475,0.031,20,6,14,"ok",0.529360275630878,0.114543995060204,0.0666666666666667,0.3
"FBgn0002772",0.293732453620976,0,0.033,295,43,252,"ok",0,0.119066626469702,0.983333333333333,0.145762711864407
"FBgn0039531",-0.452255560265044,0,0.946,59,18,41,"ok",0,0.961097453310696,0.196666666666667,0.305084745762712
"FBgn0039529",0.925789943682212,0.503,0.306,31,1,30,"ok",0.556934406513091,0.477409464215878,0.103333333333333,0.032258064516129
"FBgn0039527",0.392692483487636,0,0.019,183,32,151,"ok",0,0.083630746598014,0.61,0.174863387978142
"FBgn0027492",0.215702692845388,0,0.076,259,91,168,"ok",0,0.201767524401065,0.863333333333333,0.351351351351351
"FBgn0039525",0.17121706522595,0,0.203,92,48,44,"ok",0,0.3712,0.306666666666667,0.521739130434783
"FBgn0004387",0.714710594251045,0.001,0,294,22,272,"ok",0.00181912144702842,0,0.98,0.0748299319727891
"FBgn0039522",1.05366910121955,0.56,0.11,34,2,32,"ok",0.612733589321631,0.253510494896977,0.113333333333333,0.0588235294117647
"FBgn0039521",-0.0921036258271609,0.487,0.441,8,1,7,"ok",0.541070924619384,0.596978622327791,0.0266666666666667,0.125
"FBgn0039537",-0.0873652013845354,0,0.642,108,19,89,"ok",0,0.757513161786454,0.36,0.175925925925926
"FBgn0039538",-1.11073399496248,0,0.987,21,12,9,"ok",0,0.992389817693018,0.07,0.571428571428571
"FBgn0046258",0.315751924365852,0,0.044,213,33,180,"ok",0,0.142669195340016,0.71,0.154929577464789
"FBgn0045862",-0.160828334482716,0,0.686,79,13,66,"ok",0,0.789048342143201,0.263333333333333,0.164556962025316
"FBgn0005659",0.281310620288192,0,0.031,235,89,146,"ok",0,0.114543995060204,0.783333333333333,0.378723404255319
"FBgn0039551",1.24031126723672,0.618,0.044,13,5,8,"ok",0.666927321911632,0.142669195340016,0.0433333333333333,0.384615384615385
"FBgn0039543",0.157298194898152,0,0.279,76,23,53,"ok",0,0.451164977705716,0.253333333333333,0.302631578947368
"FBgn0086346",0.547366466749827,0,0.011,207,19,188,"ok",0,0.0586405345211581,0.69,0.0917874396135266
"FBgn0051055",-0.415783135496714,0.073,0.711,10,2,8,"ok",0.0982196739741428,0.803669059312429,0.0333333333333333,0.2
"FBgn0003330",0.286299365826286,0,0.092,200,22,178,"ok",0,0.226135962209899,0.666666666666667,0.11
"FBgn0267366",-0.727035110555974,0.098,0.696,29,1,28,"ok",0.12804192139738,0.795048964398205,0.0966666666666667,0.0344827586206897
"FBgn0039555",0.486741596692538,0.006,0.06,145,11,134,"ok",0.00985290889132821,0.174037809015996,0.483333333333333,0.0758620689655172
"FBgn0003279",0.319969383962698,0,0.011,290,157,133,"ok",0,0.0586405345211581,0.966666666666667,0.541379310344828
"FBgn0027579",0.225426026618283,0,0.19,115,21,94,"ok",0,0.356246279179069,0.383333333333333,0.182608695652174
"FBgn0039560",0.11563694959027,0,0.331,161,21,140,"ok",0,0.50112688172043,0.536666666666667,0.130434782608696
"FBgn0039562",0.283144429538436,0,0.067,272,39,233,"ok",0,0.186434782608696,0.906666666666667,0.143382352941176
"FBgn0039564",3.94320982539671,0.835,0.102,13,1,12,"ok",0.863574144486692,0.242065437239738,0.0433333333333333,0.0769230769230769
"FBgn0039566",-0.0739140379498568,0,0.667,213,181,32,"ok",0,0.776220925709841,0.71,0.849765258215962
"FBgn0039568",NA,NA,NA,9,0,9,"skipped",NA,NA,0.03,0
"FBgn0051253",0.380701605191287,0.225,0.324,9,6,3,"ok",0.27296502787633,0.494532840198954,0.03,0.666666666666667
"FBgn0039563",0.658689117475744,0.246,0.315,43,2,41,"ok",0.29574364640884,0.486253063330324,0.143333333333333,0.0465116279069767
"FBgn0039561",0.958780536453705,0.367,0,107,17,90,"ok",0.420996453560817,0,0.356666666666667,0.158878504672897
"FBgn0039559",-0.0451861111751591,0,0.616,150,60,90,"ok",0,0.738632201182246,0.5,0.4
"FBgn0051053",8.07815178834454,0.9,0,10,1,9,"ok",0.917635031521554,0,0.0333333333333333,0.1
"FBgn0039558",0.458117089551496,0.001,0.048,72,51,21,"ok",0.00181912144702842,0.15050144092219,0.24,0.708333333333333
"FBgn0039557",0.386708648155104,0,0.018,211,44,167,"ok",0,0.080652938974167,0.703333333333333,0.208530805687204
"FBgn0053213",-1.24943424664626,0.027,0.774,18,2,16,"ok",0.0396194212849436,0.847195171026157,0.06,0.111111111111111
"FBgn0039554",0.651633879682382,0.088,0.088,73,6,67,"ok",0.116335358444714,0.220101149425287,0.243333333333333,0.0821917808219178
"FBgn0002865",-0.153663122305311,0,0.633,60,7,53,"ok",0,0.751189291026277,0.2,0.116666666666667
"FBgn0004171",-0.540126334019099,0,0.917,32,11,21,"ok",0,0.941061224489796,0.106666666666667,0.34375
"FBgn0039576",0.252596484439104,0.029,0.303,27,8,19,"ok",0.0422588579081943,0.47514465408805,0.09,0.296296296296296
"FBgn0039581",0.224765901278999,0,0.056,268,130,138,"ok",0,0.166181006694768,0.893333333333333,0.485074626865672
"FBgn0039584",0.715658895888732,0.007,0,174,31,143,"ok",0.0113810623556582,0,0.58,0.17816091954023
"FBgn0039585",NA,NA,NA,5,0,5,"skipped",NA,NA,0.0166666666666667,0
"FBgn0039588",0.582034790042666,0.008,0.019,101,15,86,"ok",0.0128965517241379,0.083630746598014,0.336666666666667,0.148514851485149
"FBgn0051051",0.267801864699564,0,0.133,157,19,138,"ok",0,0.285361061312298,0.523333333333333,0.121019108280255
"FBgn0039580",0.251698508995036,0,0.034,253,92,161,"ok",0,0.121502538071066,0.843333333333333,0.363636363636364
"FBgn0001215",-0.183257865145317,0,0.828,224,32,192,"ok",0,0.884224502543054,0.746666666666667,0.142857142857143
"FBgn0039589",0.289931852163467,0,0.152,183,15,168,"ok",0,0.309798365122616,0.61,0.0819672131147541
"FBgn0039591",1.168207339088,0.73,0.002,67,5,62,"ok",0.771174860976256,0.0178760268857356,0.223333333333333,0.0746268656716418
"FBgn0039593",0.0868851154976745,0.07,0.474,14,9,5,"ok",0.0945553047404063,0.625450055126792,0.0466666666666667,0.642857142857143
"FBgn0039594",0.495114500208196,0,0,250,128,122,"ok",0,0,0.833333333333333,0.512
"FBgn0027655",0.505017446758393,0,0.006,298,25,273,"ok",0,0.039303776683087,0.993333333333333,0.0838926174496644
"FBgn0039599",NA,NA,NA,16,0,16,"skipped",NA,NA,0.0533333333333333,0
"FBgn0039598",0.512627627126252,0.246,0.305,11,4,7,"ok",0.29574364640884,0.476657090624184,0.0366666666666667,0.363636363636364
"FBgn0039597",-2.32869439358363,0,0.875,10,2,8,"ok",0,0.91386682956628,0.0333333333333333,0.2
"FBgn0039596",0.728737443751025,0.003,0,224,38,186,"ok",0.00513134200371588,0,0.746666666666667,0.169642857142857
"FBgn0039595",0.225681737610023,0,0.121,153,51,102,"ok",0,0.268569732937685,0.51,0.333333333333333
"FBgn0051050",NA,NA,NA,9,0,9,"skipped",NA,NA,0.03,0
"FBgn0039590",0.67570948665372,0.001,0,290,23,267,"ok",0.00181912144702842,0,0.966666666666667,0.0793103448275862
"FBgn0026400",0.622437298908973,0.05,0.059,119,7,112,"ok",0.0697598507810678,0.172096514745308,0.396666666666667,0.0588235294117647
"FBgn0000659",-0.0348243918882635,0,0.603,290,88,202,"ok",0,0.729475790963307,0.966666666666667,0.303448275862069
"FBgn0039600",0.721321769375751,0.063,0.019,162,9,153,"ok",0.0859143117593437,0.083630746598014,0.54,0.0555555555555556
"FBgn0039602",0.526207851661038,0,0.021,139,15,124,"ok",0,0.0895042735042735,0.463333333333333,0.107913669064748
"FBgn0039609",0.0615268317027852,0.076,0.457,20,17,3,"ok",0.10179832120873,0.610694059848147,0.0666666666666667,0.85
"FBgn0039611",0.344133701373151,0.023,0.217,47,7,40,"ok",0.0342325581395349,0.386179330855019,0.156666666666667,0.148936170212766
"FBgn0039613",-0.532311690249086,0.364,0.542,20,1,19,"ok",0.417755274261603,0.681729479768786,0.0666666666666667,0.05
"FBgn0039621",1.37609100584149,0.639,0.114,13,3,10,"ok",0.687111590296496,0.25835106987313,0.0433333333333333,0.230769230769231
"FBgn0039623",0.644554516020085,0.013,0.009,141,14,127,"ok",0.0202319895968791,0.0515862068965517,0.47,0.099290780141844
"FBgn0039622",NA,NA,NA,14,0,14,"skipped",NA,NA,0.0466666666666667,0
"FBgn0039620",0.391228158666364,0,0.012,157,56,101,"ok",0,0.0619568593615185,0.523333333333333,0.356687898089172
"FBgn0039617",0.103612213735602,0,0.257,206,74,132,"ok",0,0.429337800111669,0.686666666666667,0.359223300970874
